threshold,label,survives,candidate_count
0.3,different,True,11918
0.3,different,True,11446
0.3,different,True,11373
0.3,different,True,8090
0.3,different,True,11947
0.3,different,False,11258
0.3,same,True,6523
0.3,different,True,7716
0.3,same,True,10999
0.3,same,True,11502
0.3,different,False,10622
0.3,different,True,10238
0.3,same,True,10505
0.3,different,True,11948
0.3,different,True,10831
0.3,different,False,10008
0.3,same,True,8160
0.3,same,True,11652
0.3,same,True,10788
0.3,same,True,10711
0.3,different,True,11264
0.3,different,True,11634
0.3,different,False,8116
0.3,same,True,11281
0.3,same,True,7698
0.3,different,True,10558
0.3,different,True,11913
0.3,same,True,11955
0.3,different,True,9452
0.3,different,True,11479
0.3,same,True,10975
0.3,different,True,10145
0.3,different,True,7500
0.3,different,False,6902
0.3,same,True,11801
0.3,different,False,10343
0.3,different,True,11307
0.3,different,True,10913
0.3,different,True,9412
0.3,different,True,11271
0.3,different,False,10640
0.3,different,True,10865
0.3,different,True,11168
0.3,different,True,11096
0.3,different,True,10621
0.3,different,True,11475
0.3,different,True,8934
0.3,different,False,10896
0.3,different,True,7786
0.3,different,True,11329
0.3,different,True,11165
0.3,different,True,11910
0.3,different,False,5572
0.3,same,True,8070
0.3,different,True,11208
0.3,same,True,11300
0.3,different,True,11035
0.3,different,True,10411
0.3,different,True,9100
0.3,different,True,8151
0.3,different,True,10326
0.3,different,True,10963
0.3,same,True,10824
0.3,different,True,8598
0.3,different,False,7377
0.3,different,True,11610
0.3,same,True,11528
0.3,different,True,7265
0.3,same,False,11230
0.3,same,True,8875
0.3,different,True,10579
0.3,different,True,9972
0.3,different,False,7193
0.3,different,False,10256
0.3,different,True,10546
0.3,same,True,11941
0.3,different,True,11881
0.3,different,True,10477
0.3,different,True,10258
0.3,different,True,11801
0.3,different,True,11299
0.3,different,True,11771
0.3,different,True,10161
0.3,different,True,11321
0.3,different,True,8204
0.3,different,True,11284
0.3,same,True,11604
0.3,same,True,11494
0.3,different,True,11855
0.3,different,True,11878
0.3,different,True,10959
0.3,different,False,9185
0.3,different,True,10468
0.3,same,True,10843
0.3,different,False,10268
0.3,different,True,8471
0.3,different,True,11890
0.3,different,False,10296
0.3,different,True,11889
0.3,same,True,11242
0.3,different,True,9574
0.3,same,True,8297
0.3,different,True,11039
0.3,different,True,9585
0.3,same,True,10703
0.3,different,True,11314
0.3,different,True,10358
0.3,different,False,6273
0.3,same,True,11200
0.3,different,False,8123
0.3,different,True,7545
0.3,different,True,10604
0.3,same,True,9873
0.3,different,True,11774
0.3,same,True,10993
0.3,different,True,8191
0.3,different,False,8942
0.3,different,True,11906
0.3,different,True,9432
0.3,same,True,8072
0.3,different,True,11070
0.3,different,True,9404
0.3,different,True,7883
0.3,different,True,6657
0.3,different,True,8875
0.3,different,True,11440
0.3,different,True,9070
0.3,different,True,10717
0.3,different,True,11434
0.3,different,True,9355
0.3,same,True,11579
0.3,same,True,10732
0.3,different,True,11595
0.3,different,False,6713
0.3,same,True,11312
0.3,different,True,11324
0.3,different,True,11355
0.3,different,True,11873
0.3,different,False,10576
0.3,same,True,9323
0.3,different,True,11575
0.3,different,False,10368
0.3,different,True,11243
0.3,same,True,11156
0.3,different,True,11563
0.3,same,True,11645
0.3,same,True,10775
0.3,different,True,10567
0.3,different,True,11369
0.3,different,True,11114
0.3,different,False,8318
0.3,different,True,10913
0.3,different,True,11897
0.3,different,True,11369
0.3,different,True,11681
0.3,different,True,10289
0.3,different,False,9186
0.3,different,True,5836
0.3,different,True,11046
0.3,same,True,11340
0.3,same,True,11468
0.3,different,True,10740
0.3,different,True,8311
0.3,same,True,11266
0.3,same,True,10521
0.3,different,True,10427
0.3,different,True,10834
0.3,same,True,11478
0.3,different,True,10330
0.3,same,True,10713
0.3,different,True,11017
0.3,same,True,9765
0.3,same,True,11911
0.3,same,True,10863
0.3,different,False,9422
0.3,same,True,10064
0.3,different,True,11720
0.3,different,True,11717
0.3,different,True,11274
0.3,different,False,7823
0.3,different,True,10347
0.3,same,True,11406
0.3,same,True,11232
0.3,same,True,10568
0.3,different,True,10636
0.3,different,True,10669
0.3,different,True,9034
0.3,same,True,11891
0.3,different,False,10806
0.3,different,True,10346
0.3,same,True,10488
0.3,different,True,10532
0.3,different,True,11166
0.3,different,True,10919
0.3,different,True,10399
0.3,different,True,9489
0.3,different,True,10198
0.3,same,True,10728
0.3,different,True,11939
0.3,different,True,11317
0.3,same,True,9892
0.3,different,True,10644
0.3,same,True,11927
0.3,same,True,11087
0.3,same,True,10517
0.3,same,True,11202
0.3,same,True,9094
0.3,different,True,10945
0.3,different,True,8308
0.3,different,True,9461
0.3,different,True,10916
0.3,different,False,7796
0.3,different,False,10409
0.3,different,True,11387
0.3,different,True,9853
0.3,different,False,7718
0.3,different,True,8117
0.3,different,False,9848
0.3,different,True,11460
0.3,different,False,7458
0.3,same,True,9193
0.3,same,True,10528
0.3,different,True,11280
0.3,same,True,11778
0.3,different,True,10715
0.3,same,True,10989
0.3,same,True,11079
0.3,different,True,7475
0.3,different,False,10553
0.3,different,True,6723
0.3,different,True,9581
0.3,same,True,11395
0.3,different,True,11047
0.3,same,True,10910
0.3,different,True,10593
0.3,different,True,11206
0.3,same,True,10377
0.3,same,True,11141
0.3,same,True,11271
0.3,different,True,11566
0.3,same,True,11846
0.3,different,True,10184
0.3,same,True,11179
0.3,different,False,6790
0.3,same,True,11912
0.3,same,True,8037
0.3,same,True,10891
0.3,different,False,10046
0.3,same,True,11095
0.3,different,True,10628
0.3,different,True,10486
0.3,same,True,9562
0.3,same,True,11946
0.3,different,True,9841
0.3,different,True,11715
0.3,different,True,10546
0.3,different,True,10270
0.3,same,True,10184
0.3,different,True,10318
0.3,different,True,8929
0.3,same,True,11951
0.3,different,True,9431
0.3,same,True,5685
0.3,different,True,10475
0.3,different,True,10165
0.3,different,False,8352
0.3,same,True,11318
0.3,different,True,6941
0.3,different,True,11381
0.3,different,True,10275
0.3,same,True,10216
0.3,different,True,11303
0.3,different,True,8534
0.3,different,True,10365
0.3,different,True,10605
0.3,different,False,11729
0.3,different,True,11868
0.3,different,True,11036
0.3,different,True,9789
0.3,different,False,10619
0.3,different,False,8041
0.3,different,True,11297
0.3,same,True,10389
0.3,different,False,8059
0.3,different,False,7436
0.3,different,True,10742
0.3,same,True,11150
0.3,different,True,10892
0.3,different,True,11017
0.3,different,True,11503
0.3,same,True,11519
0.3,different,True,11143
0.3,different,True,11262
0.3,different,True,11516
0.3,different,True,11432
0.3,different,True,11478
0.3,different,True,11783
0.3,different,True,8041
0.3,different,True,10305
0.3,different,True,11140
0.3,same,True,11852
0.3,same,True,11382
0.3,different,True,11259
0.3,different,True,11327
0.3,different,True,11461
0.3,different,True,11461
0.3,same,True,11354
0.3,different,True,7256
0.3,different,True,11387
0.3,same,True,9335
0.3,different,True,7610
0.3,different,True,8847
0.3,same,True,11484
0.3,different,False,8979
0.3,different,True,7485
0.3,different,True,11462
0.3,different,True,10521
0.3,different,True,8249
0.3,different,True,8726
0.3,different,True,8346
0.3,different,True,10533
0.3,different,True,10235
0.3,different,False,8502
0.3,different,True,10428
0.3,different,True,8529
0.3,different,True,10607
0.3,same,True,11015
0.3,same,True,10788
0.3,different,True,11439
0.3,different,True,10486
0.3,same,True,11900
0.3,different,True,10206
0.3,same,True,9979
0.3,same,True,9535
0.3,different,True,10948
0.3,different,True,10359
0.3,different,False,9958
0.3,same,True,11917
0.3,different,True,10471
0.3,same,False,10620
0.3,same,True,9792
0.3,different,True,11349
0.3,same,True,11076
0.3,different,True,10478
0.3,same,True,10661
0.3,different,True,9938
0.3,different,True,11445
0.3,different,True,10932
0.3,same,True,10845
0.3,different,True,8256
0.3,same,True,11112
0.3,different,True,11122
0.3,different,True,10411
0.3,same,True,11591
0.3,same,True,5758
0.3,different,True,10357
0.3,same,True,11068
0.3,different,True,11130
0.3,same,True,6896
0.3,same,True,11139
0.3,same,True,11679
0.3,different,True,10347
0.3,different,True,9432
0.3,same,True,11928
0.3,different,True,10085
0.3,different,False,5761
0.3,different,True,9616
0.3,same,True,10817
0.3,different,True,11271
0.3,different,True,10341
0.3,different,True,10318
0.3,different,True,10519
0.3,different,True,10839
0.3,different,True,11326
0.3,different,True,7545
0.3,different,True,10415
0.3,same,True,10105
0.3,different,True,9366
0.3,same,True,10443
0.3,same,True,10443
0.3,different,True,8603
0.3,different,True,8875
0.3,same,True,11942
0.3,different,True,11563
0.3,different,True,11058
0.3,different,True,11236
0.3,different,True,7812
0.3,different,True,9800
0.3,same,True,11138
0.3,same,True,11911
0.3,same,False,7716
0.3,different,True,6259
0.3,different,True,11227
0.3,same,True,10888
0.3,different,True,8122
0.3,different,True,11886
0.3,different,False,8474
0.3,different,True,11047
0.3,different,True,10502
0.3,same,True,11950
0.3,different,True,9003
0.3,same,True,8414
0.3,same,True,11247
0.3,same,True,11953
0.3,different,True,9393
0.3,different,True,11219
0.3,different,True,6557
0.3,different,True,11358
0.3,different,True,10914
0.3,different,True,10543
0.3,different,True,10186
0.3,same,True,11519
0.3,different,True,5572
0.3,same,True,11295
0.3,different,True,11868
0.3,different,True,5600
0.3,different,True,10022
0.3,different,True,11892
0.3,different,True,8496
0.3,different,True,10255
0.3,different,True,10107
0.3,different,True,11784
0.3,different,False,10428
0.3,different,False,8733
0.3,different,True,11543
0.3,same,True,11358
0.3,same,True,10500
0.3,different,True,11143
0.3,same,True,11838
0.3,different,True,11454
0.3,different,False,9581
0.3,same,True,11904
0.3,different,False,10238
0.3,different,True,11260
0.3,different,False,10281
0.3,same,True,10692
0.3,different,True,11259
0.3,different,True,11550
0.3,same,True,10284
0.3,same,True,11311
0.3,same,True,10566
0.3,different,True,7504
0.3,different,True,11939
0.3,different,True,10707
0.3,different,True,10273
0.3,same,True,11615
0.3,same,True,11597
0.3,same,True,11519
0.3,same,True,10276
0.3,same,True,11013
0.3,different,True,10709
0.3,different,True,10679
0.3,same,True,11106
0.3,different,True,10476
0.3,same,True,7846
0.3,different,True,11172
0.3,same,True,11249
0.3,same,False,5950
0.3,different,True,9759
0.3,same,True,11402
0.3,different,True,11545
0.3,different,True,10674
0.3,same,True,10091
0.3,different,True,11318
0.3,different,True,11394
0.3,same,True,11676
0.3,same,True,7724
0.3,different,True,11151
0.3,different,True,8807
0.3,same,True,8900
0.3,same,True,10152
0.3,different,False,10578
0.3,same,True,11480
0.3,different,False,9383
0.3,different,False,10696
0.3,same,True,11480
0.3,different,True,10682
0.3,same,True,10537
0.3,different,True,10824
0.3,different,True,10310
0.3,same,True,10537
0.3,different,True,11378
0.3,different,True,9966
0.3,different,True,11691
0.3,different,True,10073
0.3,same,True,8696
0.3,different,True,9871
0.3,different,True,10419
0.3,same,True,11331
0.3,same,True,10699
0.3,different,False,7440
0.3,different,True,8811
0.3,same,True,11397
0.3,different,True,11894
0.3,same,True,11652
0.3,same,True,10353
0.3,different,True,11684
0.3,same,True,11911
0.3,same,True,8278
0.3,different,True,11351
0.3,same,True,7921
0.3,different,True,8061
0.3,same,False,7177
0.3,different,True,10300
0.3,different,True,10823
0.3,different,True,11329
0.3,same,True,11066
0.3,different,False,7975
0.3,same,True,8341
0.3,different,True,10664
0.3,same,True,7697
0.3,different,True,11677
0.3,different,True,11242
0.3,different,True,10881
0.3,different,True,9635
0.3,different,True,8282
0.3,different,True,11213
0.3,same,True,11312
0.3,same,True,11297
0.3,different,True,10791
0.3,different,True,9226
0.3,different,True,11897
0.3,different,True,11885
0.3,different,True,11951
0.3,different,True,11376
0.3,different,True,6561
0.3,different,False,10284
0.3,different,True,10574
0.3,same,True,11498
0.3,different,True,9928
0.3,different,True,10504
0.3,different,True,10952
0.3,different,True,9811
0.3,different,True,9762
0.3,different,True,10117
0.3,different,True,11852
0.3,different,True,11143
0.3,different,True,7921
0.3,different,False,11305
0.3,same,True,10261
0.3,different,True,11013
0.3,same,True,11943
0.3,same,True,10831
0.3,different,True,11324
0.3,different,True,9158
0.3,different,True,10693
0.3,different,True,9704
0.3,different,True,9546
0.3,different,True,6671
0.3,different,True,11270
0.3,different,True,11461
0.3,different,True,10842
0.3,different,True,10520
0.3,different,True,11369
0.3,different,True,6443
0.3,different,True,10028
0.3,same,True,11363
0.3,different,True,10318
0.3,same,True,9749
0.3,same,True,11520
0.3,same,True,10560
0.3,different,False,10169
0.3,different,True,10164
0.3,different,True,11134
0.3,same,True,11341
0.3,different,True,11451
0.3,different,True,10539
0.3,different,False,5563
0.3,different,True,11630
0.3,same,True,11963
0.3,same,True,7263
0.3,different,True,10785
0.3,same,True,11324
0.3,different,True,8433
0.3,different,False,10008
0.3,different,True,10544
0.3,different,True,11908
0.3,different,True,11904
0.3,different,True,11436
0.3,same,True,10523
0.3,same,True,10359
0.3,different,False,10684
0.3,different,False,10349
0.3,different,True,10745
0.3,same,True,8743
0.3,different,True,10145
0.3,different,False,11189
0.3,different,True,10279
0.3,same,True,10973
0.3,different,True,10673
0.3,different,True,6886
0.3,different,True,9311
0.3,different,True,11498
0.3,same,True,11882
0.3,different,True,11570
0.3,same,True,8555
0.3,different,True,8297
0.3,same,True,11324
0.3,same,True,11619
0.3,different,True,11416
0.3,different,True,11946
0.3,same,True,7743
0.3,different,True,11945
0.3,same,True,11923
0.3,different,True,10091
0.3,different,True,10805
0.3,different,True,11133
0.3,different,True,11472
0.3,same,True,11204
0.3,same,True,11631
0.3,different,True,7587
0.3,different,True,10995
0.3,different,True,10764
0.3,different,True,10499
0.3,different,False,9851
0.3,different,True,9226
0.3,different,True,11801
0.3,same,True,10112
0.3,different,True,11404
0.3,different,True,11108
0.3,different,True,10725
0.3,same,False,6151
0.3,different,True,11272
0.3,different,True,11202
0.3,same,True,10651
0.3,different,True,11744
0.3,different,True,10922
0.3,same,True,10091
0.3,different,True,5637
0.3,same,True,11908
0.3,different,True,10424
0.3,same,True,11929
0.3,different,True,11373
0.3,different,False,7638
0.3,different,True,9861
0.3,different,True,10745
0.3,different,True,11151
0.3,different,True,11478
0.3,different,True,9888
0.3,same,True,10977
0.3,different,True,11198
0.3,different,True,11766
0.3,different,True,10856
0.3,same,True,11905
0.3,same,True,11226
0.3,different,True,11766
0.3,same,True,11248
0.3,different,True,11079
0.3,different,True,10361
0.3,different,True,11324
0.3,different,True,11028
0.3,same,True,11216
0.3,different,False,9954
0.3,different,False,6844
0.3,different,True,10703
0.3,same,True,11507
0.3,different,True,10847
0.3,different,True,9705
0.3,same,True,11950
0.3,different,True,10001
0.3,different,True,10168
0.3,same,True,10822
0.3,same,True,6671
0.3,same,True,11466
0.3,same,True,11612
0.3,same,True,11876
0.3,different,True,2339
0.3,different,True,9605
0.3,different,True,11300
0.3,different,True,11830
0.3,different,True,6337
0.3,different,True,10707
0.3,different,True,10312
0.3,different,True,10993
0.3,different,True,10433
0.3,different,True,9833
0.3,different,True,10404
0.3,different,True,11251
0.3,same,True,7631
0.3,same,True,10604
0.3,different,True,11664
0.3,same,True,10598
0.3,different,True,9500
0.3,different,True,10313
0.3,different,True,11684
0.3,different,True,10952
0.3,different,True,11332
0.3,same,True,11066
0.3,same,True,6646
0.3,different,True,5650
0.3,same,True,10674
0.3,different,True,11211
0.3,different,False,9668
0.3,different,True,10911
0.3,different,True,10539
0.3,different,True,11259
0.3,same,True,11800
0.3,different,True,11611
0.3,different,True,11710
0.3,different,True,11395
0.3,same,True,10832
0.3,same,True,11379
0.3,different,True,11245
0.3,different,False,6790
0.3,same,True,10657
0.3,different,False,7551
0.3,same,True,11652
0.3,same,True,9015
0.3,different,True,8262
0.3,different,True,11420
0.3,different,True,9485
0.3,different,False,9031
0.3,same,True,11946
0.3,same,True,10863
0.3,different,True,10676
0.3,different,True,9151
0.3,same,True,10368
0.3,different,True,10168
0.3,same,True,10651
0.3,different,True,11878
0.3,different,True,11430
0.3,different,True,11906
0.3,different,True,10419
0.3,same,True,10486
0.3,different,True,11180
0.3,same,True,10614
0.3,same,True,10538
0.3,different,True,10503
0.3,different,True,10115
0.3,different,True,10475
0.3,different,True,11724
0.3,different,True,11200
0.3,different,True,8445
0.3,different,True,11156
0.3,different,True,11521
0.3,different,True,10885
0.3,different,True,10533
0.3,different,True,10790
0.3,different,True,11955
0.3,different,True,11106
0.3,different,True,10570
0.3,same,True,11336
0.3,different,True,10749
0.3,same,True,10249
0.3,same,True,11242
0.3,different,True,11885
0.3,different,True,11934
0.3,same,True,11897
0.3,different,False,7131
0.3,different,False,9141
0.3,different,True,11367
0.3,different,True,11175
0.3,same,True,10933
0.3,different,True,11321
0.3,different,True,7191
0.3,same,True,10118
0.3,different,True,9828
0.3,same,True,10112
0.3,same,True,11314
0.3,same,True,7985
0.3,different,True,10737
0.3,different,False,8088
0.3,different,False,5939
0.3,same,True,11877
0.3,different,True,11034
0.3,different,True,11669
0.3,same,True,11219
0.3,same,True,10557
0.3,different,True,11071
0.3,same,True,11265
0.3,different,True,11587
0.3,different,True,10411
0.3,different,True,10557
0.3,same,True,10947
0.3,same,True,9871
0.3,different,True,10564
0.3,different,True,10268
0.3,different,True,11722
0.3,different,True,11889
0.3,different,False,7587
0.3,different,True,10443
0.3,different,True,10979
0.3,same,True,10828
0.3,different,True,11221
0.3,different,True,10650
0.3,same,True,11650
0.3,different,True,10404
0.3,different,True,8781
0.3,different,True,11403
0.3,same,True,11960
0.3,same,True,11559
0.4,same,False,7744
0.4,different,False,9843
0.4,same,False,5517
0.4,different,False,3355
0.4,different,True,8241
0.4,different,True,5830
0.4,different,True,6584
0.4,different,False,6692
0.4,same,True,10439
0.4,same,True,6639
0.4,same,True,7806
0.4,different,True,2810
0.4,different,True,6554
0.4,different,False,6304
0.4,different,True,7433
0.4,same,True,9407
0.4,different,False,5723
0.4,same,True,6644
0.4,different,True,6710
0.4,different,False,8661
0.4,different,False,4934
0.4,same,True,8892
0.4,different,True,9755
0.4,different,False,3190
0.4,same,True,6443
0.4,different,True,8126
0.4,different,True,7654
0.4,different,True,9510
0.4,different,True,9478
0.4,different,True,10489
0.4,different,True,10267
0.4,different,False,7585
0.4,different,False,3082
0.4,different,True,7296
0.4,different,False,6251
0.4,same,True,8849
0.4,different,False,7804
0.4,same,True,8881
0.4,different,True,6109
0.4,different,False,7560
0.4,same,True,9520
0.4,different,True,10608
0.4,different,True,2641
0.4,same,False,1188
0.4,different,True,8427
0.4,same,False,8296
0.4,different,True,7325
0.4,different,True,10335
0.4,different,True,8936
0.4,same,True,8640
0.4,same,True,4767
0.4,different,True,8467
0.4,different,False,3201
0.4,different,False,6487
0.4,different,True,6397
0.4,same,True,8820
0.4,same,True,8917
0.4,same,True,10414
0.4,different,True,6998
0.4,different,True,6546
0.4,same,True,5168
0.4,different,True,4958
0.4,different,False,8011
0.4,different,True,10097
0.4,different,True,8915
0.4,different,True,6451
0.4,same,False,7884
0.4,different,True,10256
0.4,different,True,6975
0.4,same,True,8946
0.4,different,True,10364
0.4,same,True,8779
0.4,different,True,8466
0.4,different,True,10609
0.4,different,True,6277
0.4,different,True,6386
0.4,different,False,4830
0.4,different,True,5673
0.4,different,True,8355
0.4,same,True,5949
0.4,different,True,7139
0.4,same,True,8557
0.4,different,False,3088
0.4,same,True,9106
0.4,different,True,6471
0.4,same,True,8799
0.4,different,False,10521
0.4,different,True,6145
0.4,same,True,7194
0.4,different,True,8193
0.4,same,True,8944
0.4,same,True,7353
0.4,same,True,5546
0.4,different,True,9900
0.4,different,True,9577
0.4,different,True,3473
0.4,different,True,7375
0.4,different,False,3144
0.4,different,False,4822
0.4,different,True,9959
0.4,different,True,3358
0.4,different,True,7505
0.4,different,False,7401
0.4,different,False,4917
0.4,different,True,7088
0.4,different,False,3818
0.4,same,True,8302
0.4,different,True,7577
0.4,same,True,8680
0.4,different,True,10574
0.4,different,True,10180
0.4,different,True,10042
0.4,different,True,5792
0.4,different,True,10281
0.4,different,False,9400
0.4,same,False,2634
0.4,different,True,6321
0.4,same,True,8307
0.4,same,True,10698
0.4,different,False,7304
0.4,different,True,7346
0.4,same,False,8755
0.4,different,False,9721
0.4,different,True,7195
0.4,different,False,3769
0.4,same,True,5494
0.4,same,True,9212
0.4,same,True,8927
0.4,same,True,9414
0.4,different,True,9300
0.4,different,True,6178
0.4,different,False,5100
0.4,same,True,8262
0.4,same,True,3452
0.4,different,True,8376
0.4,different,True,8754
0.4,same,True,10277
0.4,different,True,7878
0.4,different,True,9303
0.4,same,True,8604
0.4,different,False,7176
0.4,different,True,2913
0.4,different,False,3482
0.4,same,True,7864
0.4,different,False,8084
0.4,different,True,9936
0.4,different,True,8775
0.4,different,True,5051
0.4,different,False,6313
0.4,different,False,7041
0.4,different,True,7475
0.4,different,True,10005
0.4,different,False,7254
0.4,different,True,8414
0.4,different,True,7169
0.4,different,True,6581
0.4,different,False,8738
0.4,different,True,5581
0.4,different,True,9338
0.4,different,True,8929
0.4,different,True,9600
0.4,different,False,2442
0.4,same,True,5581
0.4,different,True,9343
0.4,same,True,8822
0.4,different,True,9409
0.4,different,True,7331
0.4,different,True,6692
0.4,different,True,3232
0.4,different,True,3302
0.4,different,True,8744
0.4,same,True,9151
0.4,different,True,3692
0.4,different,False,6142
0.4,different,True,8531
0.4,same,True,7302
0.4,different,True,6338
0.4,same,False,6753
0.4,same,True,4970
0.4,different,True,7698
0.4,different,True,6100
0.4,different,False,6401
0.4,different,False,6756
0.4,different,True,7562
0.4,same,True,10583
0.4,different,False,7156
0.4,different,True,8352
0.4,different,True,6184
0.4,different,True,6482
0.4,different,True,8757
0.4,different,True,8155
0.4,different,True,7910
0.4,different,True,8966
0.4,different,True,5683
0.4,different,True,10239
0.4,same,True,8949
0.4,same,True,10481
0.4,different,False,9402
0.4,different,True,10010
0.4,different,True,9450
0.4,different,False,7439
0.4,different,True,8609
0.4,same,True,6006
0.4,different,False,6443
0.4,different,True,6102
0.4,different,True,8054
0.4,different,False,8793
0.4,different,True,8811
0.4,same,True,7872
0.4,different,True,5131
0.4,same,True,2549
0.4,different,True,7890
0.4,different,False,6751
0.4,same,True,8819
0.4,different,True,9843
0.4,different,True,4665
0.4,different,False,2622
0.4,same,True,7352
0.4,different,False,2449
0.4,different,False,3603
0.4,different,True,3726
0.4,same,True,8506
0.4,different,False,8059
0.4,same,True,8431
0.4,different,True,4855
0.4,different,False,5072
0.4,different,True,6862
0.4,different,False,5014
0.4,same,True,5522
0.4,different,False,8772
0.4,different,True,7580
0.4,different,True,5539
0.4,different,True,2879
0.4,different,True,6520
0.4,different,True,10076
0.4,different,True,5446
0.4,different,True,8463
0.4,different,True,9766
0.4,different,True,6397
0.4,same,True,10356
0.4,same,True,9383
0.4,different,True,10037
0.4,different,False,2926
0.4,same,True,9529
0.4,different,False,8413
0.4,different,True,10478
0.4,different,True,8564
0.4,different,False,6737
0.4,same,True,5228
0.4,different,False,7455
0.4,different,False,7959
0.4,different,True,8726
0.4,same,False,9421
0.4,different,True,8674
0.4,same,True,8705
0.4,same,False,6305
0.4,different,True,8851
0.4,different,True,9221
0.4,different,False,8494
0.4,different,False,6573
0.4,different,False,8027
0.4,different,True,9675
0.4,different,True,6351
0.4,different,True,8725
0.4,different,True,8056
0.4,different,False,4446
0.4,different,False,2670
0.4,different,True,9206
0.4,same,True,9643
0.4,same,True,8596
0.4,different,False,6604
0.4,different,True,6355
0.4,same,True,8932
0.4,same,True,7870
0.4,different,False,6089
0.4,different,True,8398
0.4,same,True,7258
0.4,different,False,8272
0.4,same,True,8512
0.4,different,True,7968
0.4,same,True,6394
0.4,same,True,10584
0.4,same,True,9906
0.4,different,False,5750
0.4,same,True,8358
0.4,different,True,8890
0.4,different,False,3760
0.4,different,False,8756
0.4,different,False,2985
0.4,different,True,8310
0.4,same,True,9944
0.4,same,True,9655
0.4,same,True,7605
0.4,different,False,8174
0.4,different,True,8651
0.4,different,True,6123
0.4,same,False,9721
0.4,different,False,8427
0.4,different,True,7888
0.4,same,False,6250
0.4,different,False,8095
0.4,different,False,7694
0.4,different,True,9300
0.4,different,True,5413
0.4,different,False,3529
0.4,different,True,5822
0.4,same,True,6368
0.4,different,True,9853
0.4,different,True,6809
0.4,same,True,5490
0.4,different,True,8079
0.4,same,True,10118
0.4,same,False,8886
0.4,same,False,5625
0.4,same,True,10206
0.4,same,True,7317
0.4,different,True,9797
0.4,different,True,5538
0.4,different,True,5917
0.4,different,True,9164
0.4,different,False,6258
0.4,different,False,3100
0.4,different,True,9648
0.4,different,True,6485
0.4,different,False,6198
0.4,different,True,5713
0.4,different,False,3455
0.4,different,True,9501
0.4,different,False,6237
0.4,same,True,7375
0.4,same,True,7496
0.4,different,True,10335
0.4,same,True,7963
0.4,different,True,6812
0.4,same,True,7857
0.4,same,True,10491
0.4,different,False,3740
0.4,different,True,6637
0.4,different,False,2712
0.4,different,False,3779
0.4,same,True,10693
0.4,different,True,5707
0.4,same,True,7654
0.4,different,True,8655
0.4,different,False,8451
0.4,same,True,7726
0.4,same,True,9433
0.4,same,True,8758
0.4,different,True,10259
0.4,same,True,8601
0.4,different,True,8076
0.4,same,True,7748
0.4,different,False,6236
0.4,same,True,10437
0.4,same,True,5452
0.4,same,True,8774
0.4,different,False,6480
0.4,same,True,9323
0.4,different,True,8971
0.4,different,True,7962
0.4,same,True,3478
0.4,same,True,9913
0.4,different,True,6610
0.4,different,False,7400
0.4,different,True,7649
0.4,different,True,7240
0.4,same,True,7015
0.4,different,True,6456
0.4,different,True,6426
0.4,same,True,10322
